[13:43:45 25/06/1995]	42700293.txt
RESP  [inactive, status = 21e0]
ABP   	100	139	81
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	100	140	81
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	100	140	81
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	99	140	81
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	92
RESP  [inactive, status = 21e0]
ABP   	99	140	81
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	92
RESP  [inactive, status = 21e0]
ABP   	99	140	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	92
RESP  [inactive, status = 21e0]
ABP   	99	140	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	99	140	81
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	0
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	99	140	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PLETH NON-PULSATIL
INOP	SpO2 NON-PULSATILE
PULSE 	0
INOP	PAP ZERO+CHECK CAL
HR    	91
RESP  [inactive, status = 21e0]
ABP   	99	141	81
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PLETH NON-PULSATIL
INOP	PAP ZERO+CHECK CAL
PULSE 	91
HR    	90
RESP  [inactive, status = 21e0]
ABP   	99	141	81
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	91
HR    	90
RESP  [inactive, status = 21e0]
ABP   	99	141	81
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	99	141	81
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	99	141	81
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	98	140	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	90
RESP  [inactive, status = 21e0]
ABP   	99	140	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	90
RESP  [inactive, status = 21e0]
ABP   	99	140	81
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	90
RESP  [inactive, status = 21e0]
ABP   	98	140	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	99	140	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	98	140	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	99	140	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	99	141	81
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	99	141	81
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	98	140	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	98	140	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	88
HR    	90
RESP  [inactive, status = 21e0]
ABP   	98	140	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	98	140	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	98	140	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	98	139	79
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	98	139	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	98	139	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	137	80
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	136	78
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	136	78
PAP   	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	95	136	78
PAP   	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	90
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	136	78
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	90
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	137	79
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	90
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	137	79
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	90
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	137	79
PAP   	0	0	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	137	79
PAP   	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	138	79
PAP   	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	96	137	79
PAP   	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	96	137	78
PAP   	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	96	137	79
PAP   	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	89
HR    	90
RESP  [inactive, status = 21e0]
ABP   	96	137	78
PAP   	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	88
HR    	90
RESP  [inactive, status = 21e0]
ABP   	96	138	78
PAP   	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	138	79
PAP   	0
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	138	78
PAP   [inactive, status = b1a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP ZERO+CHECK CAL
PULSE 	88
HR    	88
RESP  [inactive, status = 21e0]
ABP   	97	139	79
PAP   [inactive, status = b1a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP NO TRANSDUCER 
PULSE 	88
HR    	88
RESP  [inactive, status = 21e0]
ABP   	97	138	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
INOP	PAP NO TRANSDUCER 
PULSE 	89
HR    	88
RESP  [inactive, status = 21e0]
ABP   	97	139	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	88
RESP  [inactive, status = 21e0]
ABP   	97	140	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	88
RESP  [inactive, status = 21e0]
ABP   	97	139	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	139	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	139	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	139	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	139	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	140	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	98	140	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	98	141	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	98	141	80
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	140	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	140	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	139	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	139	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	139	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	139	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	139	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	138	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	95	137	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	95	136	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	88
RESP  [inactive, status = 21e0]
ABP   	95	136	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	86
HR    	88
RESP  [inactive, status = 21e0]
ABP   	95	136	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	86
HR    	88
RESP  [inactive, status = 21e0]
ABP   	94	135	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	86
HR    	88
RESP  [inactive, status = 21e0]
ABP   	94	135	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	86
HR    	87
RESP  [inactive, status = 21e0]
ABP   	94	134	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	87
RESP  [inactive, status = 21e0]
ABP   	94	134	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	87
RESP  [inactive, status = 21e0]
ABP   	94	134	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	87
RESP  [inactive, status = 21e0]
ABP   	94	134	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	87
RESP  [inactive, status = 21e0]
ABP   	94	134	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	87
RESP  [inactive, status = 21e0]
ABP   	95	135	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	87
RESP  [inactive, status = 21e0]
ABP   	95	136	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	87
RESP  [inactive, status = 21e0]
ABP   	95	136	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	87
RESP  [inactive, status = 21e0]
ABP   	96	137	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	88
RESP  [inactive, status = 21e0]
ABP   	97	137	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	88
RESP  [inactive, status = 21e0]
ABP   	97	138	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	88
RESP  [inactive, status = 21e0]
ABP   	97	138	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	88
RESP  [inactive, status = 21e0]
ABP   	97	138	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	88
RESP  [inactive, status = 21e0]
ABP   	97	138	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	137	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	137	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	137	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	88
RESP  [inactive, status = 21e0]
ABP   	96	137	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	137	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	136	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	88
RESP  [inactive, status = 21e0]
ABP   	96	137	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	88
RESP  [inactive, status = 21e0]
ABP   	96	136	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	88
RESP  [inactive, status = 21e0]
ABP   	97	137	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	88
RESP  [inactive, status = 21e0]
ABP   	97	138	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	90
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	138	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	90
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	138	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	90
HR    	89
RESP  [inactive, status = 21e0]
ABP   	97	138	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	138	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	138	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	138	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	138	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	98	139	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	98	139	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	90
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	138	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	138	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	138	79
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	90
RESP  [inactive, status = 21e0]
ABP   	96	138	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	89
HR    	90
RESP  [inactive, status = 21e0]
ABP   	97	138	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	90
RESP  [inactive, status = 21e0]
ABP   	96	138	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	137	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	137	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	96	137	78
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	88
HR    	89
RESP  [inactive, status = 21e0]
ABP   	95	136	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	88
RESP  [inactive, status = 21e0]
ABP   	95	136	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	88
RESP  [inactive, status = 21e0]
ABP   	95	136	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	88
RESP  [inactive, status = 21e0]
ABP   	94	135	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	86
HR    	88
RESP  [inactive, status = 21e0]
ABP   	94	135	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	86
HR    	87
RESP  [inactive, status = 21e0]
ABP   	94	134	77
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	86
HR    	87
RESP  [inactive, status = 21e0]
ABP   	93	134	76
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	86
HR    	87
RESP  [inactive, status = 21e0]
ABP   	94	134	76
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	87
RESP  [inactive, status = 21e0]
ABP   	94	134	76
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	87
RESP  [inactive, status = 21e0]
ABP   	93	133	76
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	87
RESP  [inactive, status = 21e0]
ABP   	92	132	75
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	87
HR    	87
RESP  [inactive, status = 21e0]
ABP   	93	132	75
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	86
HR    	87
RESP  [inactive, status = 21e0]
ABP   	93	132	75
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
SpO2  	96
PULSE 	86
HR    	87
RESP  [inactive, status = 21e0]
ABP   	93	132	76
PAP   [inactive, status = 31a0]
ART   [inactive, status = 41e0]
P4    [inactive, status = 71a0]
